onset,warl,gdpenl,lpopl1,lmtnest,ncontig,nwstate,instab,polity2l,ethfrac,relfrac,oil
0,0,0.9449999928474426,8.901775360107422,3.339322090148926,0,0,0,-6,0.037243664264678955,0.6399999856948853,0
0,0,4.046000003814697,7.707961559295654,0,0,0,0,0,0.1981624960899353,0.35079997777938843,0
0,0,1.1200000047683716,8.246171951293945,0.3364722430706024,0,1,0,-9,0.8592934608459473,0.5591999888420105,0
0,0,2.4189999103546143,9.217315673828125,0,0,0,0,-7,0.09816855192184448,0.4901999831199646,0
0,0,4.284999847412109,7.76344633102417,0,0,0,0,8,0.1981624960899353,0.35079997777938843,0
0,0,0.0729999989271164,8.160518646240234,3.339322090148926,0,0,0,-6,0.037243664264678955,0.6399999856948853,0
0,0,1.38100004196167,8.351611137390137,3.9852733612060547,0,0,0,6,0.16173255443572998,0.05820000171661377,0
0,0,2.243000030517578,9.641472816467285,3.3809945583343506,0,0,0,-8,0.30731916427612305,0.15119999647140503,0
0,0,4.4670000076293945,9.071537971496582,1.8562979698181152,0,0,0,-9,0.223094642162323,0.41680002212524414,1
0,0,5.076000213623047,10.82137680053711,0.5877866744995117,1,0,0,10,0.3254545331001282,0.6137999892234802,0
0,0,11.73799991607666,7.0003342628479,0,0,0,0,8,0.5584315061569214,0.772599995136261,1
0,0,0.9629999995231628,8.473416328430176,2.610069751739502,0,0,0,-7,0.07674294710159302,0,0
0,0,10.807999610900879,10.953277587890625,3.1441524028778076,1,0,0,10,0.03817105293273926,0.05889999866485596,0
0,0,6.651000022888184,10.775136947631836,2.4423470497131348,1,0,0,5,0.26104676723480225,0.18580001592636108,0
0,0,13.97700023651123,10.96695613861084,2.4423470497131348,1,0,0,9,0.26104676723480225,0.18580001592636108,0
0,0,2.0920000076293945,8.599510192871094,2.8564701080322266,0,0,1,6,0.036988794803619385,0.09500002861022949,0
0,0,7.303999900817871,10.794583320617676,2.4423470497131348,1,0,0,5,0.26104676723480225,0.18580001592636108,0
0,0,2.312000036239624,7.1372785568237305,0.9932518005371094,0,0,0,10,0.19913756847381592,0.3361999988555908,0
0,0,7.13700008392334,7.033506393432617,0,0,0,0,10,0.580323338508606,0.6317999958992004,0
0,1,1.8259999752044678,12.072900772094727,2.4423470497131348,1,0,0,-7,0.7640583515167236,0.2215999960899353,1
0,0,1.1030000448226929,7.944492340087891,2.610069751739502,0,1,0,7,0.07674294710159302,0,0
0,1,1.3910000324249268,8.601258277893066,4.123903274536133,0,0,0,4,0.4955100417137146,0.5454000234603882,0
0,0,1.8960000276565552,10.821057319641113,0.6931471824645996,0,0,0,-5,0.044008493423461914,0.1128000020980835,0
0,0,2.1730000972747803,7.3987860679626465,2.7212953567504883,0,0,0,-9,0.046628594398498535,0.11479997634887695,0
0,0,2.7929999828338623,7.512617588043213,2.5649492740631104,0,0,0,-7,0.26085156202316284,0.2549999952316284,0
0,0,11.64900016784668,12.177205085754395,3.2148678302764893,1,0,0,10,0.3569501042366028,0.5959999561309814,0
0,0,1.281000018119812,9.12750244140625,2.928523540496826,0,0,0,-7,0.8918985724449158,0.6399999856948853,1
0,0,4.394000053405762,10.860919952392578,1.7441902160644531,0,0,0,6,0.41860467195510864,0.6399999856948853,0
0,0,1.3070000410079956,10.913541793823242,3.0056827068328857,0,0,0,-7,0.266163170337677,0.5040000081062317,0
0,0,2.1589999198913574,10.107244491577148,3.85439395904541,0,0,0,-8,0.5340092182159424,0.019800007343292236,0
0,0,2.4010000228881836,8.740976333618164,1.6941070556640625,0,0,1,-6,0.03572362661361694,0.2549999952316284,0
0,0,2.124000072479248,9.5597991943359375,1.945910096168518,0,0,0,-7,0.4899217486381531,0.6741999983787537,0
0,0,0.460999995470047,9.835850715637207,3.1223649978637695,0,0,0,-7,0.925034761428833,0.6349999904632568,0
0,0,1.621999979019165,8.972844123840332,3.126760482788086,1,0,0,4,0.09864509105682373,0.03939998149871826,0
0,0,8.359999656677246,7.7857208251953125,0,0,0,0,-2,0.4193829894065857,0.39819997549057007,0
0,0,1.4730000495910645,7.848933696746826,2.2705233097076416,0,0,0,-9,0.08787798881530762,0.4599999785423279,0
0,0,6.025000095367432,10.439688682556152,3.117949962615967,1,0,0,-7,0.4358808994293213,0.07740002870559692,0
0,0,2.5980000495910645,7.334981918334961,0,0,0,0,9,0.5063918232917786,0.5,0
0,0,0.6330000162124634,6.942050457000732,0,0,0,0,-6,0.8037569522857666,0.5449999570846558,0
0,0,11.232999801635742,7.579679012298584,0,0,0,0,-10,0.18468618392944336,0.6150000095367432,0
0,0,17.33799934387207,7.758333683013916,0,0,0,0,-8,0.1808680295944214,0.3327999711036682,0
0,0,1.812000036239624,10.346569061279297,4.280824184417725,0,0,0,8,0.2549132704734802,0.21119999885559082,0
0,1,0.550000011920929,10.458636283874512,3.600048303604126,0,0,0,-8,0.47550487518310547,0.20420002937316895,0
0,0,1.0069999694824219,9.792555809020996,3.0056827068328857,0,0,0,-8,0.266163170337677,0.5040000081062317,0
0,0,0.9819999933242798,7.239932537078857,0.4700036346912384,0,0,0,-6,0.8299122452735901,0.6399999856948853,0
0,0,0.7649999856948853,8.76804256439209,1.435084581375122,0,0,0,-5,0.749607503414154,0.2662000060081482,0
0,0,1.1100000143051147,8.383890151977539,1.3350011110305786,0,0,0,-9,0.15825098752975464,0.03939998149871826,0
0,0,2.3980000019073486,6.72022008895874,0,0,0,0,9,0.580323338508606,0.6317999958992004,0
0,0,1.2059999704360962,7.571988582611084,2.424802780151367,0,0,1,-6,0.16591870784759521,0.24080002307891846,0
0,1,0.25600001215934753,13.240599632263184,3.648057460784912,0,0,0,-5,0.11845237016677856,0.5509999990463257,0
0,0,0.9340000152587891,8.908153533935547,0,0,0,0,-9,0.7061232924461365,0.7015999555587769,0
0,0,1.1180000305175781,9.959395408630371,3.0056827068328857,0,0,0,-7,0.266163170337677,0.5040000081062317,0
0,0,1.180999994277954,8.338281631469727,2.332144021987915,0,0,0,6,0.17932868003845215,0.2549999952316284,0
0,0,1.0809999704360962,9.8410797119140625,4.280824184417725,0,0,0,-7,0.2549132704734802,0.21119999885559082,0
0,0,10.840999603271484,11.68905258178711,2.7536606788635254,1,0,0,10,0.015465021133422852,0.25779998302459717,0
0,0,4.178999900817871,6.359573841094971,0.06765864789485931,0,0,0,-9,0.6881427764892578,0.45499998331069946,1
0,0,0.9010000228881836,11.388189315795898,1.2237755060195923,0,0,0,-7,0.868931770324707,0.5800000429153442,1
0,0,1.3109999895095825,8.223090171813965,3.6635615825653076,0,0,0,2,0.53385329246521,0.09500002861022949,0
0,0,4.7729997634887695,12.426765441894531,2.7212953567504883,1,0,0,-7,0.6665930151939392,0.4455999732017517,0
0,0,0.6370000243186951,10.05410385131836,1.6486586332321167,0,0,0,-9,0.9016318321228027,0.6800000071525574,0
0,1,0.8180000185966492,9.41385269165039,2.0149030685424805,0,0,1,0,0.7350702881813049,0.4449999928474426,0
0,0,2.4560000896453857,9.712084770202637,2.815408706665039,0,0,0,-9,0.4352734088897705,0.019800007343292236,1
0,0,1.5379999876022339,5.680172443389893,1.5892351865768433,0,0,0,-8,0.6933391094207764,0.1128000020980835,0
